Unnamed: 0,open,high,low,close,volume,RSI,MACD,Signal
2024-12-11 19:28:00,246.38,246.49,246.38,246.435,419,51.88679245283115,0.008954173439974511,0.012340426987121898
2024-12-11 19:27:00,246.4,246.4,246.38,246.4,114,48.67256637168261,0.006420972138954539,0.011156536017488427
2024-12-11 19:26:00,246.45,246.49,246.38,246.39,100,42.30769230769126,0.0035653759955494024,0.009638304013100622
2024-12-11 19:25:00,246.43,246.49,246.36,246.49,97,56.637168141594124,0.009264662481541563,0.00956357570678881
2024-12-11 19:24:00,246.36,246.43,246.36,246.43,515,55.17241379310328,0.008838010440854305,0.00941846265360191
2024-12-11 19:23:00,246.49,246.49,246.395,246.4,843,42.0000000000025,0.00600985843814783,0.008736741810511093
2024-12-11 19:22:00,246.42,246.49,246.42,246.49,1610,55.045871559632985,0.010905068596287038,0.009170407167666282
2024-12-11 19:21:00,246.43,246.49,246.42,246.42,2058,48.78048780487703,0.009032027340168725,0.00914273120216677
2024-12-11 19:20:00,246.4833,246.49,246.4,246.47,254,52.27272727272698,0.011450219776634185,0.009604228917060254
2024-12-11 19:19:00,246.39,246.49,246.361,246.425,2094,45.03816793893212,0.009624584565585792,0.00960830004676536
2024-12-11 19:18:00,246.4,246.4,246.37,246.38,269,42.14285714285731,0.004494818123134792,0.008585603662039247
2024-12-11 19:17:00,246.38,246.4,246.38,246.38,57,46.456692913385154,0.0004245473419928203,0.006953392398029962
2024-12-11 19:16:00,246.38,246.4,246.36,246.38,431,50.0,-0.0027692493935660423,0.005008864039710762
2024-12-11 19:15:00,246.4,246.4,246.36,246.37,1074,49.16666666666754,-0.00603767419326573,0.0027995563931154637
2024-12-11 19:14:00,246.38,246.4,246.38,246.4,330,46.95652173913113,-0.006136438076850936,0.0010123574991221837
2024-12-11 19:13:00,246.4,246.405,246.361,246.38,65,48.21428571428508,-0.007739327865124324,-0.0007379795737271178
2024-12-11 19:12:00,246.405,246.45,246.36,246.405,80,51.304347826088076,-0.006912653734985952,-0.0019729144059788847
2024-12-11 19:11:00,246.36,246.45,246.36,246.385,1964,39.39393939393887,-0.007781639487859593,-0.0031346594223550265
2024-12-11 19:10:00,246.41,246.43,246.36,246.36,463,42.39130434782743,-0.010368091123439171,-0.004581345762571856
2024-12-11 19:09:00,246.39,246.42,246.36,246.42,646,52.04081632652871,-0.007490033674145025,-0.00516308334488649
2024-12-11 19:08:00,246.36,246.39,246.36,246.39,1362,38.372093023253356,-0.007542951243237894,-0.0056390569245567705
2024-12-11 19:07:00,246.39,246.47,246.36,246.415,1897,49.350649350649924,-0.005504149324508489,-0.005612075404547115
2024-12-11 19:06:00,246.44,246.52,246.36,246.425,1069,43.478260869567,-0.0030463512477183485,-0.0050989305731813615
2024-12-11 19:05:00,246.49,246.49,246.36,246.46,937,55.223880597014286,0.0017060130716970434,-0.003737941844205681
2024-12-11 19:04:00,246.45,246.51,246.405,246.4896,2176,67.14643304130277,0.00777118724707293,-0.0014361160259499586
2024-12-11 19:03:00,246.59,246.59,246.45,246.45,75,59.743875278395834,0.009275569438614184,0.0007062210669628699
2024-12-11 19:02:00,246.59,246.59,246.45,246.52,617,66.30941286113838,0.01593255754380607,0.00375148836233151
2024-12-11 19:01:00,246.52,246.59,246.45,246.47,63,60.656436487637265,0.016977974919171857,0.00639678567369958
2024-12-11 19:00:00,246.52,246.59,246.48,246.55,99,64.44530046224904,0.02398531930248282,0.009914492399456229
2024-12-11 18:59:00,246.5,246.59,246.4,246.52,477,63.22751322751384,0.026808904568042635,0.013293374833173511
2024-12-11 18:58:00,246.47,246.59,246.4,246.495,84,58.50340136054404,0.02672129866988371,0.01597895960051555
2024-12-11 18:57:00,246.495,246.54,246.4,246.5,3643,61.18241929210477,0.026747005744880425,0.018132568829388525
2024-12-11 18:56:00,246.52,246.55,246.45,246.45,1611,58.34569732937375,0.02247373344474113,0.019000801752459044
2024-12-11 18:55:00,246.535,246.59,246.47,246.47,365,55.00801282051309,0.020465058754354004,0.019293653152838038
2024-12-11 18:54:00,246.535,246.59,246.48,246.535,274,63.57169599400857,0.023843275919972484,0.02020357770626493
2024-12-11 18:53:00,246.535,246.59,246.48,246.59,157,65.50868486352225,0.03060577340392001,0.022284016845795947
2024-12-11 18:52:00,246.54,246.54,246.48,246.535,12,59.02823374917696,0.031167778288448744,0.024060769134326507
2024-12-11 18:51:00,246.48,246.59,246.48,246.535,66,56.53082549634088,0.03125290714910989,0.025499196737283184
2024-12-11 18:50:00,246.53,246.55,246.48,246.525,119,53.191489361702565,0.030165724266140614,0.026432502243054674
2024-12-11 18:49:00,246.53,246.6,246.51,246.525,51,57.2815533980589,0.028970173867662652,0.02694003656797627
2024-12-11 18:48:00,246.53,246.6,246.47,246.6,91,57.69230769230559,0.03368625063382069,0.028289279381145154
2024-12-11 18:47:00,246.53,246.6,246.463,246.4638,188,49.48861761794733,0.026132336412132418,0.027857890787342608
2024-12-11 18:46:00,246.47,246.6,246.45,246.53,176,48.31195138419908,0.025197134826328238,0.027325739595139734
2024-12-11 18:45:00,246.525,246.6,246.45,246.47,242,45.98329048843114,0.019390955409221533,0.025738782757956095
2024-12-11 18:44:00,246.55,246.6,246.45,246.525,1190,52.29920294297976,0.01900843928004292,0.024392714062373463
2024-12-11 18:43:00,246.55,246.6,246.5,246.55,288,53.71802498512853,0.020486428759681985,0.02361145700183517
2024-12-11 18:42:00,246.515,246.6,246.5,246.55,105,58.033419023137725,0.021410934149599825,0.023171352431388105
2024-12-11 18:41:00,246.55,246.6,246.5,246.515,198,53.52996548478071,0.019099239692707215,0.022356929883651927
2024-12-11 18:40:00,246.5,246.6,246.5,246.55,230,51.23477115574687,0.01986245070577297,0.021858034048076135
2024-12-11 18:39:00,246.565,246.6,246.31,246.45,3319,39.27038626609469,0.012256847360390566,0.019937796710539024
2024-12-11 18:38:00,246.555,246.6,246.51,246.555,215,51.42369020501193,0.014534430524435038,0.01885712347331823
2024-12-11 18:37:00,246.63,246.63,246.5313,246.5313,1702,49.74521415782891,0.014262628951797751,0.017938224569014134
2024-12-11 18:36:00,246.69,246.69,246.63,246.65,196,57.486823191182225,0.023356087788641844,0.019021797212939676
2024-12-11 18:35:00,246.69,246.69,246.6,246.65,31,57.486823191182225,0.030214426332747735,0.02126032303690129
2024-12-11 18:34:00,246.64,246.69,246.6,246.69,71,55.6264066016496,0.03843432774095845,0.024695123977712723
2024-12-11 18:33:00,246.63,246.69,246.57,246.63,96,61.48424543946723,0.03965009861360613,0.027686118904891407
2024-12-11 18:32:00,246.63,246.69,246.57,246.69,291,61.15137998327052,0.044937097461257736,0.031136314616164673
2024-12-11 18:31:00,246.62,246.69,246.55,246.63,200,61.15137998327052,0.04378090456455652,0.033665232605843046
2024-12-11 18:30:00,246.62,246.69,246.55,246.55,160,51.68372844827597,0.035994361359854565,0.03413105835664535
2024-12-11 18:29:00,246.55,246.69,246.55,246.65,87,56.116956202592455,0.037460809146949714,0.034797008514706226
2024-12-11 18:28:00,246.65,246.69,246.5697,246.62,1781,54.130280859097496,0.0357896692747488,0.034995540666714745
2024-12-11 18:27:00,246.66,246.69,246.61,246.65,478,58.01282051282087,0.036465674568376016,0.035289567447047
2024-12-11 18:26:00,246.68,246.71,246.39,246.66,1004,56.72865182285164,0.037377465900164,0.0357071471376704
2024-12-11 18:25:00,246.68,246.74,246.62,246.68,23,65.59533496067309,0.039261319896297664,0.03641798168939585
2024-12-11 18:24:00,246.695,246.74,246.62,246.68,473,59.88298545224512,0.040289851432902424,0.03719235563809716
2024-12-11 18:23:00,246.7,246.75,246.64,246.75,1330,66.11168410196075,0.046220582962376966,0.03899800110295312
2024-12-11 18:22:00,246.76,246.82,246.7,246.817,402,63.31738437001648,0.05568516654858513,0.042335434192079524
2024-12-11 18:21:00,246.73,246.82,246.7,246.76,377,58.04093567251357,0.05791884124946023,0.045452115603555665
2024-12-11 18:20:00,246.73,246.82,246.7,246.72,1631,52.19298245614044,0.05581794431992648,0.04752528134682983
